0	0
1.2	3.86067e-06
2.4	3.44921e-06
3.6	3.04791e-06
4.8	2.72948e-06
6	2.5338e-06
7.2	2.47625e-06
8.4	2.34517e-06
9.6	2.16176e-06
10.8	1.99026e-06
12	1.83537e-06
13.2	1.69774e-06
14.4	1.57627e-06
15.6	1.46945e-06
16.8	1.37582e-06
18	1.29407e-06
19.2	1.22301e-06
20.4	1.16158e-06
21.6	1.10879e-06
22.8	1.06377e-06
24	1.02572e-06
25.2	9.93916e-07
