1	1	-0.667558	0	-0.014144
2	1	-0.395334	0	-0.467792
3	1	-0.281635	0	-0.351864
4	1	-0.251494	0	-0.4373
5	1	-0.217233	0	-0.568153
6	1	-0.180191	0	-0.662319
7	1	-0.147015	0	-0.720808
8	1	-0.120089	0	-0.77381
9	1	-0.0978857	0	-0.819067
10	1	-0.0796994	0	-0.855147
11	1	-0.0650269	0	-0.883746
12	1	-0.0532946	0	-0.906675
13	1	-0.0439683	0	-0.925034
14	1	-0.0365982	0	-0.939673
15	1	-0.0308098	0	-0.95134
16	1	-0.0262933	0	-0.960648
17	1	-0.0227961	0	-0.968078
18	1	-0.020114	0	-0.974015
19	1	-0.018083	0	-0.978764
20	1	-0.0165716	0	-0.982568
21	1	-0.0154748	0	-0.985621
22	1	-0.0147086	0	-0.988074
23	1	-0.0142062	0	-0.990049
24	1	-0.0139143	0	-0.991642
25	1	-0.0137904	0	-0.992929
26	1	-0.0138005	0	-0.993971
27	1	-0.0139176	0	-0.994817
28	1	-0.0141201	0	-0.995505
29	1	-0.0143908	0	-0.996067
30	1	-0.0147159	0	-0.996526
31	1	-0.0150843	0	-0.996902
32	1	-0.0154873	0	-0.997211
33	1	-0.0159178	0	-0.997467
34	1	-0.0163702	0	-0.997678
35	1	-0.0168398	0	-0.997854
36	1	-0.0173232	0	-0.998001
37	1	-0.0178173	0	-0.998123
38	1	-0.0183199	0	-0.998227
39	1	-0.0188291	0	-0.998314
40	1	-0.0193433	0	-0.998388
41	1	-0.0198614	0	-0.998451
42	1	-0.0203825	0	-0.998505
43	1	-0.0209057	0	-0.998551
44	1	-0.0214305	0	-0.998591
45	1	-0.0219563	0	-0.998625
46	1	-0.0224828	0	-0.998655
47	1	-0.0230097	0	-0.998681
48	1	-0.0235366	0	-0.998704
49	1	-0.0240635	0	-0.998724
50	1	-0.0245901	0	-0.998741
51	1	-0.0251163	0	-0.998756
52	1	-0.0256421	0	-0.998769
53	1	-0.0261673	0	-0.99878
54	1	-0.026692	0	-0.99879
55	1	-0.027216	0	-0.998798
56	1	-0.0277393	0	-0.998805
57	1	-0.028262	0	-0.99881
58	1	-0.0287839	0	-0.998815
59	1	-0.0293052	0	-0.998818
60	1	-0.0298257	0	-0.998821
61	1	-0.0303454	0	-0.998822
62	1	-0.0308645	0	-0.998823
63	1	-0.0313828	0	-0.998823
64	1	-0.0319004	0	-0.998822
65	1	-0.0324172	0	-0.99882
66	1	-0.0329333	0	-0.998818
67	1	-0.0334488	0	-0.998814
68	1	-0.0339635	0	-0.99881
69	1	-0.0344774	0	-0.998806
70	1	-0.0349907	0	-0.9988
71	1	-0.0355033	0	-0.998795
72	1	-0.0360152	0	-0.998788
73	1	-0.0365264	0	-0.998781
74	1	-0.0370369	0	-0.998773
75	1	-0.0375468	0	-0.998765
76	1	-0.0380559	0	-0.998756
77	1	-0.0385644	0	-0.998746
78	1	-0.0390722	0	-0.998736
79	1	-0.0395794	0	-0.998725
80	1	-0.0400859	0	-0.998714
81	1	-0.0405918	0	-0.998702
82	1	-0.041097	0	-0.99869
83	1	-0.0416015	0	-0.998677
84	1	-0.0421054	0	-0.998663
85	1	-0.0426087	0	-0.998649
86	1	-0.0431113	0	-0.998635
87	1	-0.0436133	0	-0.99862
88	1	-0.0441146	0	-0.998604
89	1	-0.0446153	0	-0.998589
90	1	-0.0451154	0	-0.998572
91	1	-0.0456148	0	-0.998555
92	1	-0.0461136	0	-0.998538
93	1	-0.0466118	0	-0.99852
94	1	-0.0471094	0	-0.998501
95	1	-0.0476063	0	-0.998482
96	1	-0.0481026	0	-0.998463
97	1	-0.0485983	0	-0.998443
98	1	-0.0490933	0	-0.998423
99	1	-0.0495878	0	-0.998402
100	1	-0.0500816	0	-0.998381
101	1	-0.0505747	0	-0.998359
102	1	-0.0510673	0	-0.998337
103	1	-0.0515593	0	-0.998314
104	1	-0.0520506	0	-0.998291
105	1	-0.0525413	0	-0.998268
106	1	-0.0530314	0	-0.998244
107	1	-0.0535208	0	-0.998219
108	1	-0.0540097	0	-0.998194
109	1	-0.0544979	0	-0.998169
110	1	-0.0549855	0	-0.998143
111	1	-0.0554725	0	-0.998117
112	1	-0.0559588	0	-0.99809
113	1	-0.0564446	0	-0.998063
114	1	-0.0569297	0	-0.998035
115	1	-0.0574142	0	-0.998007
116	1	-0.057898	0	-0.997979
117	1	-0.0583813	0	-0.99795
118	1	-0.0588639	0	-0.997921
119	1	-0.0593459	0	-0.997891
120	1	-0.0598273	0	-0.997861
121	1	-0.060308	0	-0.99783
122	1	-0.0607881	0	-0.997799
123	1	-0.0612676	0	-0.997767
124	1	-0.0617464	0	-0.997735
125	1	-0.0622247	0	-0.997703
126	1	-0.0627023	0	-0.99767
127	1	-0.0631794	0	-0.997637
128	1	-0.0636558	0	-0.997603
129	1	-0.0641316	0	-0.997569
130	1	-0.0646067	0	-0.997534
131	1	-0.0650812	0	-0.997499
132	1	-0.065555	0	-0.997464
133	1	-0.0660282	0	-0.997428
134	1	-0.0665008	0	-0.997392
135	1	-0.0669728	0	-0.997355
136	1	-0.0674441	0	-0.997318
137	1	-0.0679148	0	-0.99728
138	1	-0.0683848	0	-0.997242
139	1	-0.0688542	0	-0.997204
140	1	-0.069323	0	-0.997165
141	1	-0.0697911	0	-0.997125
142	1	-0.0702586	0	-0.997086
143	1	-0.0707254	0	-0.997045
144	1	-0.0711916	0	-0.997005
145	1	-0.0716571	0	-0.996964
146	1	-0.072122	0	-0.996922
147	1	-0.0725862	0	-0.99688
148	1	-0.0730498	0	-0.996838
